Record Length,Analog:100000
+7.9462000000E-03,+6.666660E-03
+7.9462500000E-03,+3.333330E-03
+7.9463000000E-03,+6.666660E-03
+7.9463500000E-03,+6.666660E-03
+7.9464000000E-03,+6.666660E-03
+7.9464500000E-03,+4.999995E-03
+7.9465000000E-03,+6.666660E-03
+7.9465500000E-03,+4.999995E-03
+7.9466000000E-03,+4.999995E-03
+7.9466500000E-03,+6.666660E-03
+7.9467000000E-03,+6.666660E-03
+7.9467500000E-03,+6.666660E-03
+7.9468000000E-03,+6.666660E-03
+7.9468500000E-03,+6.666660E-03
+7.9469000000E-03,+3.333330E-03
+7.9469500000E-03,+6.666660E-03
+7.9470000000E-03,+3.333330E-03
+7.9470500000E-03,+6.666660E-03
+7.9471000000E-03,+4.999995E-03
+7.9471500000E-03,+4.999995E-03
+7.9472000000E-03,+3.333330E-03
+7.9472500000E-03,+3.333330E-03
+7.9473000000E-03,+4.999995E-03
+7.9473500000E-03,+4.999995E-03
+7.9474000000E-03,+3.333330E-03
+7.9474500000E-03,+4.999995E-03
+7.9475000000E-03,+4.999995E-03
+7.9475500000E-03,+3.333330E-03
+7.9476000000E-03,+6.666660E-03
+7.9476500000E-03,+6.666660E-03
+7.9477000000E-03,+6.666660E-03
+7.9477500000E-03,+3.333330E-03
+7.9478000000E-03,+6.666660E-03
+7.9478500000E-03,+4.999995E-03
+7.9479000000E-03,+3.333330E-03
+7.9479500000E-03,+4.999995E-03
+7.9480000000E-03,+4.999995E-03
+7.9480500000E-03,+4.999995E-03
+7.9481000000E-03,+4.999995E-03
+7.9481500000E-03,+6.666660E-03
+7.9482000000E-03,+3.333330E-03
+7.9482500000E-03,+6.666660E-03
+7.9483000000E-03,+4.999995E-03
+7.9483500000E-03,+4.999995E-03
+7.9484000000E-03,+6.666660E-03
+7.9484500000E-03,+8.333325E-03
+7.9485000000E-03,+3.333330E-03
+7.9485500000E-03,+3.333330E-03
+7.9486000000E-03,+4.999995E-03
+7.9486500000E-03,+6.666660E-03
+7.9487000000E-03,+6.666660E-03
+7.9487500000E-03,+3.333330E-03
+7.9488000000E-03,+3.333330E-03
+7.9488500000E-03,+3.333330E-03
+7.9489000000E-03,+3.333330E-03
+7.9489500000E-03,+6.666660E-03
+7.9490000000E-03,+4.999995E-03
+7.9490500000E-03,+6.666660E-03
+7.9491000000E-03,+6.666660E-03
+7.9491500000E-03,+3.333330E-03
+7.9492000000E-03,+6.666660E-03
+7.9492500000E-03,+3.333330E-03
+7.9493000000E-03,+4.999995E-03
+7.9493500000E-03,+6.666660E-03
+7.9494000000E-03,+6.666660E-03
+7.9494500000E-03,+6.666660E-03
+7.9495000000E-03,+6.666660E-03
+7.9495500000E-03,+3.333330E-03
+7.9496000000E-03,+6.666660E-03
+7.9496500000E-03,+3.333330E-03
+7.9497000000E-03,+3.333330E-03
+7.9497500000E-03,+6.666660E-03
+7.9498000000E-03,+3.333330E-03
+7.9498500000E-03,+6.666660E-03
+7.9499000000E-03,+4.999995E-03
+7.9499500000E-03,+8.333325E-03
+7.9500000000E-03,+3.333330E-03
+7.9500500000E-03,+6.666660E-03
+7.9501000000E-03,+6.666660E-03
+7.9501500000E-03,+6.666660E-03
+7.9502000000E-03,+4.999995E-03
+7.9502500000E-03,+6.666660E-03
+7.9503000000E-03,+6.666660E-03
+7.9503500000E-03,+4.999995E-03
+7.9504000000E-03,+4.999995E-03
+7.9504500000E-03,+6.666660E-03
+7.9505000000E-03,+4.999995E-03
+7.9505500000E-03,+4.999995E-03
+7.9506000000E-03,+6.666660E-03
+7.9506500000E-03,+6.666660E-03
+7.9507000000E-03,+4.999995E-03
+7.9507500000E-03,+3.333330E-03
+7.9508000000E-03,+6.666660E-03
+7.9508500000E-03,+3.333330E-03
+7.9509000000E-03,+4.999995E-03
+7.9509500000E-03,+3.333330E-03
+7.9510000000E-03,+6.666660E-03
+7.9510500000E-03,+6.666660E-03
+7.9511000000E-03,+4.999995E-03
+7.9511500000E-03,+6.666660E-03
+7.9512000000E-03,+4.999995E-03
+7.9512500000E-03,+4.999995E-03
+7.9513000000E-03,+4.999995E-03
+7.9513500000E-03,+6.666660E-03
+7.9514000000E-03,+6.666660E-03
+7.9514500000E-03,+4.999995E-03
+7.9515000000E-03,+6.666660E-03
+7.9515500000E-03,+4.999995E-03
+7.9516000000E-03,+6.666660E-03
+7.9516500000E-03,+6.666660E-03
+7.9517000000E-03,+4.999995E-03
+7.9517500000E-03,+4.999995E-03
+7.9518000000E-03,+3.333330E-03
+7.9518500000E-03,+6.666660E-03
+7.9519000000E-03,+3.333330E-03
+7.9519500000E-03,+6.666660E-03
+7.9520000000E-03,+4.999995E-03
+7.9520500000E-03,+6.666660E-03
+7.9521000000E-03,+4.999995E-03
+7.9521500000E-03,+4.999995E-03
+7.9522000000E-03,+3.333330E-03
+7.9522500000E-03,+6.666660E-03
+7.9523000000E-03,+6.666660E-03
+7.9523500000E-03,+4.999995E-03
+7.9524000000E-03,+8.333325E-03
+7.9524500000E-03,+6.666660E-03
+7.9525000000E-03,+3.333330E-03
+7.9525500000E-03,+3.333330E-03
+7.9526000000E-03,+3.333330E-03
+7.9526500000E-03,+4.999995E-03
+7.9527000000E-03,+4.999995E-03
+7.9527500000E-03,+6.666660E-03
+7.9528000000E-03,+4.999995E-03
+7.9528500000E-03,+3.333330E-03
+7.9529000000E-03,+4.999995E-03
+7.9529500000E-03,+6.666660E-03
+7.9530000000E-03,+4.999995E-03
+7.9530500000E-03,+4.999995E-03
+7.9531000000E-03,+6.666660E-03
+7.9531500000E-03,+4.999995E-03
+7.9532000000E-03,+3.333330E-03
+7.9532500000E-03,+8.333325E-03
+7.9533000000E-03,+6.666660E-03
+7.9533500000E-03,+3.333330E-03
+7.9534000000E-03,+3.333330E-03
+7.9534500000E-03,+4.999995E-03
+7.9535000000E-03,+4.999995E-03
+7.9535500000E-03,+3.333330E-03
+7.9536000000E-03,+4.999995E-03
+7.9536500000E-03,+4.999995E-03
+7.9537000000E-03,+3.333330E-03
+7.9537500000E-03,+3.333330E-03
+7.9538000000E-03,+6.666660E-03
+7.9538500000E-03,+3.333330E-03
+7.9539000000E-03,+4.999995E-03
+7.9539500000E-03,+4.999995E-03
+7.9540000000E-03,+4.999995E-03
+7.9540500000E-03,+6.666660E-03
+7.9541000000E-03,+3.333330E-03
+7.9541500000E-03,+3.333330E-03
+7.9542000000E-03,+4.999995E-03
+7.9542500000E-03,+4.999995E-03
+7.9543000000E-03,+4.999995E-03
+7.9543500000E-03,+3.333330E-03
+7.9544000000E-03,+3.333330E-03
+7.9544500000E-03,+4.999995E-03
+7.9545000000E-03,+6.666660E-03
+7.9545500000E-03,+6.666660E-03
+7.9546000000E-03,+4.999995E-03
+7.9546500000E-03,+4.999995E-03
+7.9547000000E-03,+4.999995E-03
+7.9547500000E-03,+6.666660E-03
+7.9548000000E-03,+4.999995E-03
+7.9548500000E-03,+3.333330E-03
+7.9549000000E-03,+3.333330E-03
+7.9549500000E-03,+3.333330E-03
+7.9550000000E-03,+4.999995E-03
+7.9550500000E-03,+4.999995E-03
+7.9551000000E-03,+6.666660E-03
+7.9551500000E-03,+3.333330E-03
+7.9552000000E-03,+6.666660E-03
+7.9552500000E-03,+4.999995E-03
+7.9553000000E-03,+4.999995E-03
+7.9553500000E-03,+3.333330E-03
+7.9554000000E-03,+6.666660E-03
+7.9554500000E-03,+6.666660E-03
+7.9555000000E-03,+4.999995E-03
+7.9555500000E-03,+6.666660E-03
+7.9556000000E-03,+6.666660E-03
+7.9556500000E-03,+3.333330E-03
+7.9557000000E-03,+4.999995E-03
+7.9557500000E-03,+4.999995E-03
+7.9558000000E-03,+6.666660E-03
+7.9558500000E-03,+6.666660E-03
+7.9559000000E-03,+6.666660E-03
+7.9559500000E-03,+3.333330E-03
+7.9560000000E-03,+3.333330E-03
+7.9560500000E-03,+4.999995E-03
+7.9561000000E-03,+4.999995E-03
+7.9561500000E-03,+4.999995E-03
+7.9562000000E-03,+6.666660E-03
+7.9562500000E-03,+3.333330E-03
+7.9563000000E-03,+4.999995E-03
+7.9563500000E-03,+6.666660E-03
+7.9564000000E-03,+6.666660E-03
+7.9564500000E-03,+4.999995E-03
+7.9565000000E-03,+3.333330E-03
+7.9565500000E-03,+4.999995E-03
+7.9566000000E-03,+3.333330E-03
+7.9566500000E-03,+6.666660E-03
+7.9567000000E-03,+6.666660E-03
+7.9567500000E-03,+6.666660E-03
+7.9568000000E-03,+4.999995E-03
+7.9568500000E-03,+3.333330E-03
+7.9569000000E-03,+3.333330E-03
+7.9569500000E-03,+3.333330E-03
+7.9570000000E-03,+4.999995E-03
+7.9570500000E-03,+4.999995E-03
+7.9571000000E-03,+4.999995E-03
+7.9571500000E-03,+3.333330E-03
+7.9572000000E-03,+4.999995E-03
+7.9572500000E-03,+6.666660E-03
+7.9573000000E-03,+6.666660E-03
+7.9573500000E-03,+3.333330E-03
+7.9574000000E-03,+6.666660E-03
+7.9574500000E-03,+3.333330E-03
+7.9575000000E-03,+6.666660E-03
+7.9575500000E-03,+4.999995E-03
+7.9576000000E-03,+3.333330E-03
+7.9576500000E-03,+3.333330E-03
+7.9577000000E-03,+3.333330E-03
+7.9577500000E-03,+6.666660E-03
+7.9578000000E-03,+4.999995E-03
+7.9578500000E-03,+6.666660E-03
+7.9579000000E-03,+4.999995E-03
+7.9579500000E-03,+3.333330E-03
+7.9580000000E-03,+4.999995E-03
+7.9580500000E-03,+3.333330E-03
+7.9581000000E-03,+3.333330E-03
+7.9581500000E-03,+3.333330E-03
+7.9582000000E-03,+4.999995E-03
+7.9582500000E-03,+4.999995E-03
+7.9583000000E-03,+4.999995E-03
+7.9583500000E-03,+6.666660E-03
+7.9584000000E-03,+4.999995E-03
+7.9584500000E-03,+6.666660E-03
+7.9585000000E-03,+3.333330E-03
+7.9585500000E-03,+6.666660E-03
+7.9586000000E-03,+6.666660E-03
+7.9586500000E-03,+3.333330E-03
+7.9587000000E-03,+3.333330E-03
+7.9587500000E-03,+3.333330E-03
+7.9588000000E-03,+6.666660E-03
+7.9588500000E-03,+6.666660E-03
+7.9589000000E-03,+4.999995E-03
+7.9589500000E-03,+4.999995E-03
+7.9590000000E-03,+6.666660E-03
+7.9590500000E-03,+3.333330E-03
+7.9591000000E-03,+3.333330E-03
+7.9591500000E-03,+3.333330E-03
+7.9592000000E-03,+3.333330E-03
+7.9592500000E-03,+6.666660E-03
+7.9593000000E-03,+4.999995E-03
+7.9593500000E-03,+3.333330E-03
+7.9594000000E-03,+4.999995E-03
+7.9594500000E-03,+6.666660E-03
+7.9595000000E-03,+6.666660E-03
+7.9595500000E-03,+3.333330E-03
+7.9596000000E-03,+6.666660E-03
+7.9596500000E-03,+6.666660E-03
+7.9597000000E-03,+3.333330E-03
+7.9597500000E-03,+4.999995E-03
+7.9598000000E-03,+3.333330E-03
+7.9598500000E-03,+4.999995E-03
+7.9599000000E-03,+3.333330E-03
+7.9599500000E-03,+4.999995E-03
+7.9600000000E-03,+3.333330E-03
+7.9600500000E-03,+4.999995E-03
+7.9601000000E-03,+6.666660E-03
+7.9601500000E-03,+4.999995E-03
+7.9602000000E-03,+6.666660E-03
+7.9602500000E-03,+6.666660E-03
+7.9603000000E-03,+4.999995E-03
+7.9603500000E-03,+6.666660E-03
+7.9604000000E-03,+3.333330E-03
+7.9604500000E-03,+6.666660E-03
+7.9605000000E-03,+6.666660E-03
+7.9605500000E-03,+6.666660E-03
+7.9606000000E-03,+6.666660E-03
+7.9606500000E-03,+6.666660E-03
+7.9607000000E-03,+6.666660E-03
+7.9607500000E-03,+3.333330E-03
+7.9608000000E-03,+6.666660E-03
+7.9608500000E-03,+3.333330E-03
+7.9609000000E-03,+4.999995E-03
+7.9609500000E-03,+4.999995E-03
+7.9610000000E-03,+3.333330E-03
+7.9610500000E-03,+8.333325E-03
+7.9611000000E-03,+4.999995E-03
+7.9611500000E-03,+4.999995E-03
+7.9612000000E-03,+6.666660E-03
+7.9612500000E-03,+6.666660E-03
+7.9613000000E-03,+6.666660E-03
+7.9613500000E-03,+3.333330E-03
+7.9614000000E-03,+6.666660E-03
+7.9614500000E-03,+6.666660E-03
+7.9615000000E-03,+6.666660E-03
+7.9615500000E-03,+6.666660E-03
+7.9616000000E-03,+6.666660E-03
+7.9616500000E-03,+6.666660E-03
+7.9617000000E-03,+3.333330E-03
+7.9617500000E-03,+3.333330E-03
+7.9618000000E-03,+4.999995E-03
+7.9618500000E-03,+6.666660E-03
+7.9619000000E-03,+4.999995E-03
+7.9619500000E-03,+6.666660E-03
+7.9620000000E-03,+3.333330E-03
+7.9620500000E-03,+3.333330E-03
+7.9621000000E-03,+3.333330E-03
+7.9621500000E-03,+3.333330E-03
+7.9622000000E-03,+4.999995E-03
+7.9622500000E-03,+4.999995E-03
+7.9623000000E-03,+3.333330E-03
+7.9623500000E-03,+4.999995E-03
+7.9624000000E-03,+3.333330E-03
+7.9624500000E-03,+6.666660E-03
+7.9625000000E-03,+3.333330E-03
+7.9625500000E-03,+4.999995E-03
+7.9626000000E-03,+3.333330E-03
+7.9626500000E-03,+6.666660E-03
+7.9627000000E-03,+4.999995E-03
+7.9627500000E-03,+3.333330E-03
+7.9628000000E-03,+6.666660E-03
+7.9628500000E-03,+6.666660E-03
+7.9629000000E-03,+6.666660E-03
+7.9629500000E-03,+3.333330E-03
+7.9630000000E-03,+4.999995E-03
+7.9630500000E-03,+6.666660E-03
+7.9631000000E-03,+3.333330E-03
+7.9631500000E-03,+4.999995E-03
+7.9632000000E-03,+6.666660E-03
+7.9632500000E-03,+3.333330E-03
+7.9633000000E-03,+3.333330E-03
+7.9633500000E-03,+4.999995E-03
+7.9634000000E-03,+3.333330E-03
+7.9634500000E-03,+6.666660E-03
+7.9635000000E-03,+4.999995E-03
+7.9635500000E-03,+6.666660E-03
+7.9636000000E-03,+4.999995E-03
+7.9636500000E-03,+4.999995E-03
+7.9637000000E-03,+6.666660E-03
+7.9637500000E-03,+3.333330E-03
+7.9638000000E-03,+6.666660E-03
+7.9638500000E-03,+6.666660E-03
+7.9639000000E-03,+6.666660E-03
+7.9639500000E-03,+6.666660E-03
+7.9640000000E-03,+6.666660E-03
+7.9640500000E-03,+3.333330E-03
+7.9641000000E-03,+4.999995E-03
+7.9641500000E-03,+3.333330E-03
+7.9642000000E-03,+4.999995E-03
+7.9642500000E-03,+3.333330E-03
+7.9643000000E-03,+6.666660E-03
+7.9643500000E-03,+4.999995E-03
+7.9644000000E-03,+6.666660E-03
+7.9644500000E-03,+6.666660E-03
+7.9645000000E-03,+3.333330E-03
+7.9645500000E-03,+4.999995E-03
+7.9646000000E-03,+3.333330E-03
+7.9646500000E-03,+4.999995E-03
+7.9647000000E-03,+4.999995E-03
+7.9647500000E-03,+4.999995E-03
+7.9648000000E-03,+6.666660E-03
+7.9648500000E-03,+4.999995E-03
+7.9649000000E-03,+6.666660E-03
+7.9649500000E-03,+4.999995E-03
+7.9650000000E-03,+3.333330E-03
+7.9650500000E-03,+6.666660E-03
+7.9651000000E-03,+4.999995E-03
+7.9651500000E-03,+3.333330E-03
+7.9652000000E-03,+6.666660E-03
+7.9652500000E-03,+6.666660E-03
+7.9653000000E-03,+4.999995E-03
+7.9653500000E-03,+4.999995E-03
+7.9654000000E-03,+4.999995E-03
+7.9654500000E-03,+3.333330E-03
+7.9655000000E-03,+4.999995E-03
+7.9655500000E-03,+4.999995E-03
+7.9656000000E-03,+4.999995E-03
+7.9656500000E-03,+6.666660E-03
+7.9657000000E-03,+6.666660E-03
+7.9657500000E-03,+4.999995E-03
+7.9658000000E-03,+3.333330E-03
+7.9658500000E-03,+3.333330E-03
+7.9659000000E-03,+4.999995E-03
+7.9659500000E-03,+3.333330E-03
+7.9660000000E-03,+3.333330E-03
+7.9660500000E-03,+3.333330E-03
+7.9661000000E-03,+4.999995E-03
+7.9661500000E-03,+4.999995E-03
+7.9662000000E-03,+6.666660E-03
+7.9662500000E-03,+4.999995E-03
+7.9663000000E-03,+6.666660E-03
+7.9663500000E-03,+6.666660E-03
+7.9664000000E-03,+6.666660E-03
+7.9664500000E-03,+6.666660E-03
+7.9665000000E-03,+3.333330E-03
+7.9665500000E-03,+4.999995E-03
+7.9666000000E-03,+4.999995E-03
+7.9666500000E-03,+3.333330E-03
+7.9667000000E-03,+6.666660E-03
+7.9667500000E-03,+6.666660E-03
+7.9668000000E-03,+4.999995E-03
+7.9668500000E-03,+6.666660E-03
+7.9669000000E-03,+6.666660E-03
+7.9669500000E-03,+6.666660E-03
+7.9670000000E-03,+6.666660E-03
+7.9670500000E-03,+6.666660E-03
+7.9671000000E-03,+3.333330E-03
+7.9671500000E-03,+4.999995E-03
+7.9672000000E-03,+3.333330E-03
+7.9672500000E-03,+3.333330E-03
+7.9673000000E-03,+6.666660E-03
+7.9673500000E-03,+3.333330E-03
+7.9674000000E-03,+6.666660E-03
+7.9674500000E-03,+6.666660E-03
+7.9675000000E-03,+6.666660E-03
+7.9675500000E-03,+3.333330E-03
+7.9676000000E-03,+6.666660E-03
+7.9676500000E-03,+4.999995E-03
+7.9677000000E-03,+6.666660E-03
+7.9677500000E-03,+6.666660E-03
+7.9678000000E-03,+6.666660E-03
+7.9678500000E-03,+6.666660E-03
+7.9679000000E-03,+4.999995E-03
+7.9679500000E-03,+4.999995E-03
+7.9680000000E-03,+3.333330E-03
+7.9680500000E-03,+6.666660E-03
+7.9681000000E-03,+4.999995E-03
+7.9681500000E-03,+6.666660E-03
+7.9682000000E-03,+4.999995E-03
+7.9682500000E-03,+3.333330E-03
+7.9683000000E-03,+6.666660E-03
+7.9683500000E-03,+6.666660E-03
+7.9684000000E-03,+6.666660E-03
+7.9684500000E-03,+4.999995E-03
+7.9685000000E-03,+6.666660E-03
+7.9685500000E-03,+6.666660E-03
+7.9686000000E-03,+4.999995E-03
+7.9686500000E-03,+4.999995E-03
+7.9687000000E-03,+6.666660E-03
+7.9687500000E-03,+6.666660E-03
+7.9688000000E-03,+6.666660E-03
+7.9688500000E-03,+4.999995E-03
+7.9689000000E-03,+6.666660E-03
+7.9689500000E-03,+4.999995E-03
+7.9690000000E-03,+6.666660E-03
+7.9690500000E-03,+6.666660E-03
+7.9691000000E-03,+6.666660E-03
+7.9691500000E-03,+4.999995E-03
+7.9692000000E-03,+4.999995E-03
+7.9692500000E-03,+3.333330E-03
+7.9693000000E-03,+6.666660E-03
+7.9693500000E-03,+6.666660E-03
+7.9694000000E-03,+4.999995E-03
+7.9694500000E-03,+4.999995E-03
+7.9695000000E-03,+4.999995E-03
+7.9695500000E-03,+4.999995E-03
+7.9696000000E-03,+6.666660E-03
+7.9696500000E-03,+4.999995E-03
+7.9697000000E-03,+6.666660E-03
+7.9697500000E-03,+3.333330E-03
+7.9698000000E-03,+6.666660E-03
+7.9698500000E-03,+6.666660E-03
+7.9699000000E-03,+6.666660E-03
+7.9699500000E-03,+6.666660E-03
+7.9700000000E-03,+4.999995E-03
+7.9700500000E-03,+3.333330E-03
+7.9701000000E-03,+6.666660E-03
+7.9701500000E-03,+6.666660E-03
+7.9702000000E-03,+4.999995E-03
+7.9702500000E-03,+6.666660E-03
+7.9703000000E-03,+6.666660E-03
+7.9703500000E-03,+8.333325E-03
+7.9704000000E-03,+4.999995E-03
+7.9704500000E-03,+3.333330E-03
+7.9705000000E-03,+8.333325E-03
+7.9705500000E-03,+4.999995E-03
+7.9706000000E-03,+6.666660E-03
+7.9706500000E-03,+6.666660E-03
+7.9707000000E-03,+3.333330E-03
+7.9707500000E-03,+4.999995E-03
+7.9708000000E-03,+6.666660E-03
+7.9708500000E-03,+4.999995E-03
+7.9709000000E-03,+6.666660E-03
+7.9709500000E-03,+6.666660E-03
+7.9710000000E-03,+6.666660E-03
+7.9710500000E-03,+4.999995E-03
+7.9711000000E-03,+6.666660E-03
+7.9711500000E-03,+3.333330E-03
+7.9712000000E-03,+4.999995E-03
+7.9712500000E-03,+6.666660E-03
+7.9713000000E-03,+4.999995E-03
+7.9713500000E-03,+6.666660E-03
+7.9714000000E-03,+6.666660E-03
+7.9714500000E-03,+3.333330E-03
+7.9715000000E-03,+6.666660E-03
+7.9715500000E-03,+3.333330E-03
+7.9716000000E-03,+3.333330E-03
+7.9716500000E-03,+6.666660E-03
+7.9717000000E-03,+6.666660E-03
+7.9717500000E-03,+6.666660E-03
+7.9718000000E-03,+6.666660E-03
+7.9718500000E-03,+8.333325E-03
+7.9719000000E-03,+6.666660E-03
+7.9719500000E-03,+6.666660E-03
+7.9720000000E-03,+6.666660E-03
+7.9720500000E-03,+6.666660E-03
+7.9721000000E-03,+6.666660E-03
+7.9721500000E-03,+6.666660E-03
+7.9722000000E-03,+6.666660E-03
+7.9722500000E-03,+6.666660E-03
+7.9723000000E-03,+3.333330E-03
+7.9723500000E-03,+4.999995E-03
+7.9724000000E-03,+6.666660E-03
+7.9724500000E-03,+6.666660E-03
+7.9725000000E-03,+6.666660E-03
+7.9725500000E-03,+6.666660E-03
+7.9726000000E-03,+6.666660E-03
+7.9726500000E-03,+6.666660E-03
+7.9727000000E-03,+6.666660E-03
+7.9727500000E-03,+4.999995E-03
+7.9728000000E-03,+6.666660E-03
+7.9728500000E-03,+6.666660E-03
+7.9729000000E-03,+6.666660E-03
+7.9729500000E-03,+3.333330E-03
+7.9730000000E-03,+6.666660E-03
+7.9730500000E-03,+6.666660E-03
+7.9731000000E-03,+6.666660E-03
+7.9731500000E-03,+4.999995E-03
+7.9732000000E-03,+4.999995E-03
+7.9732500000E-03,+6.666660E-03
+7.9733000000E-03,+4.999995E-03
+7.9733500000E-03,+4.999995E-03
+7.9734000000E-03,+6.666660E-03
+7.9734500000E-03,+3.333330E-03
+7.9735000000E-03,+4.999995E-03
+7.9735500000E-03,+6.666660E-03
+7.9736000000E-03,+6.666660E-03
+7.9736500000E-03,+6.666660E-03
+7.9737000000E-03,+3.333330E-03
+7.9737500000E-03,+6.666660E-03
+7.9738000000E-03,+4.999995E-03
+7.9738500000E-03,+6.666660E-03
+7.9739000000E-03,+6.666660E-03
+7.9739500000E-03,+6.666660E-03
+7.9740000000E-03,+3.333330E-03
+7.9740500000E-03,+4.999995E-03
+7.9741000000E-03,+6.666660E-03
+7.9741500000E-03,+6.666660E-03
+7.9742000000E-03,+6.666660E-03
+7.9742500000E-03,+3.333330E-03
+7.9743000000E-03,+4.999995E-03
+7.9743500000E-03,+6.666660E-03
+7.9744000000E-03,+6.666660E-03
+7.9744500000E-03,+6.666660E-03
